operon_no.	locus_tag	start	end	sense
826	CCNA_01433	1548563	1548865	+
826	CCNA_01434	1548878	1549303	+
830	CCNA_01438	1550159	1551190	+
832	CCNA_01440	1552866	1553339	+
832	CCNA_01441	1553343	1553816	+
832	CCNA_01442	1553908	1554861	+
835	CCNA_01445	1557697	1558137	+
836	CCNA_01446	1558246	1559466	+
836	CCNA_01447	1559503	1560792	+
836	CCNA_01448	1560867	1561820	+
836	CCNA_01449	1561881	1562858	+
837	CCNA_01450	1562926	1564746	+
838	CCNA_01451	1565243	1565833	+
838	CCNA_01452	1565802	1566356	+
2333	CCNA_01453	1566524	1566829	+
841	CCNA_01457	1567625	1567876	+
841	CCNA_01458	1567879	1568187	+
841	CCNA_01459	1568188	1568445	+
842	CCNA_01460	1568518	1568736	+
843	CCNA_01461	1568764	1569069	+
847	CCNA_01465	1572606	1574201	+
849	CCNA_01467	1574712	1576358	+
849	CCNA_01468	1576367	1577110	+
849	CCNA_01469	1577107	1577274	+
849	CCNA_01470	1577274	1578140	+
849	CCNA_01471	1578146	1579636	+
849	CCNA_01472	1579633	1580133	+
849	CCNA_01473	1580130	1582304	+
849	CCNA_01474	1582301	1582468	+
850	CCNA_01475	1582599	1583243	+
851	CCNA_01476	1583425	1584192	+
851	CCNA_01477	1584237	1585601	+
853	CCNA_01479	1586381	1588444	+
853	CCNA_01480	1588441	1588848	+
853	CCNA_01481	1588858	1590603	+
855	CCNA_01483	1590869	1591087	+
855	CCNA_01484	1591111	1591530	+
857	CCNA_01487	1593897	1594643	+
858	CCNA_01488	1594813	1596615	+
859	CCNA_01489	1596728	1598278	+
860	CCNA_01490	1598349	1599989	+
863	CCNA_01496	1606088	1606951	+
863	CCNA_01497	1606954	1607955	+
864	CCNA_01498	1608057	1609523	+
864	CCNA_01499	1609534	1610736	+
864	CCNA_01500	1610768	1611922	+
866	CCNA_01502	1613345	1614289	+
871	CCNA_01510	1620483	1620866	+
871	CCNA_01511	1620866	1621768	+
872	CCNA_01512	1621899	1622564	+
873	CCNA_01513	1622843	1623826	+
873	CCNA_01514	1623823	1624323	+
873	CCNA_01515	1624314	1625594	+
875	CCNA_01519	1628290	1629102	+
875	CCNA_01520	1629134	1629508	+
879	CCNA_01525	1634266	1634691	+
879	CCNA_01526	1634651	1635013	+
880	CCNA_01527	1635261	1636082	+
881	CCNA_01528	1636359	1637180	+
882	CCNA_01529	1637293	1637661	+
883	CCNA_01530	1637841	1638677	+
883	CCNA_01531	1638743	1639297	+
884	CCNA_01532	1639377	1642241	+
884.1	CCNA_01533	1642303	1642992	+
884.1	CCNA_01534	1643010	1643408	+
885	CCNA_01535	1643665	1644168	+
885	CCNA_01536	1644321	1645001	+
887	CCNA_01538	1646212	1648902	+
2404	CCNA_03952	1649019	1649504	+
890	CCNA_01541	1650282	1651178	+
893	CCNA_01545	1655039	1656220	+
895	CCNA_01547	1659435	1661144	+
895	CCNA_01548	1661146	1662360	+
898	CCNA_01551	1665480	1665698	+
898	CCNA_01552	1665871	1668519	+
898	CCNA_01553	1668534	1669094	+
901	CCNA_01556	1672295	1673368	+
901	CCNA_01557	1673476	1674939	+
901	CCNA_01558	1674964	1675803	+
901	CCNA_01559	1675960	1676727	+
902	CCNA_01560	1676914	1679643	+
903	CCNA_01561	1679798	1680181	+
903	CCNA_01562	1680175	1680849	+
903	CCNA_01563	1680856	1681962	+
906	CCNA_01567	1683567	1684652	+
907	CCNA_01568	1684807	1686171	+
908	CCNA_01569	1686283	1687005	+
909	CCNA_01570	1687082	1688644	+
911	CCNA_01574	1690173	1690907	+
914	CCNA_01578	1694679	1695041	+
915	CCNA_01579	1695303	1696811	+
916	CCNA_01580	1696883	1697533	+
917	CCNA_01581	1697642	1697974	+
918	CCNA_01582	1698089	1698451	+
2406	CCNA_03954	1699323	1699610	+
922	CCNA_01586	1704585	1705310	+
922	CCNA_01587	1705307	1706755	+
922	CCNA_01588	1706752	1708107	+
924	CCNA_01590	1709381	1711732	+
924	CCNA_01591	1711708	1712337	+
925	CCNA_01592	1712453	1712881	+
929	CCNA_01598	1719348	1720859	+
931	CCNA_01601	1722154	1722390	+
932	CCNA_01602	1722517	1723155	+
934	CCNA_01604	1724760	1725353	+
937	CCNA_01607	1726781	1727500	+
939	CCNA_01609	1728187	1730142	+
940	CCNA_03955	1730240	1730296	+
940	CCNA_01610	1730384	1731958	+
941	CCNA_01611	1732085	1732963	+
942	CCNA_01612	1733317	1734360	+
942	CCNA_01613	1734410	1735450	+
942	CCNA_01614	1735447	1735962	+
942	CCNA_01615	1735967	1737985	+
942	CCNA_01616	1737982	1739139	+
942	CCNA_01617	1739139	1739690	+
946	CCNA_01620	1741064	1741558	+
946.1	CCNA_01621	1741687	1742046	+
946.2	CCNA_01622	1742148	1744376	+
948	CCNA_01624	1745014	1745598	+
950	CCNA_01626	1747568	1748332	+
950	CCNA_01627	1748329	1748730	+
950	CCNA_01628	1748742	1749035	+
951	CCNA_01629	1749159	1750004	+
951	CCNA_01630	1750026	1750721	+
953	CCNA_01633	1751636	1752586	+
953	CCNA_01634	1752579	1753430	+
953	CCNA_01635	1753433	1754164	+
953	CCNA_01636	1754218	1755804	+
953.1	CCNA_01637	1755866	1758145	+
953.1	CCNA_01638	1758142	1759530	+
954	CCNA_01639	1759642	1760952	+
954	CCNA_01640	1760990	1761952	+
954	CCNA_01641	1761961	1762896	+
954	CCNA_01642	1762909	1763676	+
957	CCNA_01645	1765667	1766527	+
959	CCNA_01648	1768405	1769667	+
959	CCNA_01649	1769664	1770605	+
961	CCNA_01651	1771304	1774063	+
961	CCNA_01652	1774090	1774581	+
962	CCNA_01653	1774739	1775572	+
962	CCNA_01654	1775569	1776417	+
963	CCNA_01655	1776509	1776976	+
965	CCNA_01658	1778893	1779993	+
965	CCNA_01659	1779993	1781108	+
969	CCNA_01663	1782651	1784363	+
969	CCNA_01664	1784375	1786435	+
969	CCNA_01665	1786463	1787056	+
969	CCNA_01666	1787056	1789734	+
969	CCNA_01667	1789742	1790440	+
970	CCNA_01668	1790704	1791576	+
970	CCNA_01669	1791576	1792433	+
970	CCNA_01670	1792450	1793469	+
971	CCNA_01671	1793574	1793930	+
973	CCNA_01675	1797735	1799519	+
973	CCNA_01676	1799591	1803712	+
974	CCNA_01677	1803814	1805058	+
974	CCNA_01678	1805059	1806063	+
974	CCNA_01679	1806060	1807517	+
974	CCNA_01680	1807514	1808854	+
974	CCNA_01681	1808851	1809357	+
976	CCNA_01683	1810291	1811511	+
979	CCNA_01686	1813006	1814112	+
979	CCNA_01687	1814109	1814819	+
979	CCNA_01688	1814816	1815859	+
980	CCNA_01689	1815952	1817415	+
980	CCNA_01690	1817419	1817814	+
980	CCNA_01691	1817814	1819091	+
980	CCNA_01692	1819124	1820686	+
984	CCNA_01697	1828520	1829644	+
984	CCNA_01698	1829731	1830516	+
987	CCNA_01700	1831698	1832939	+
987	CCNA_01701	1832940	1833926	+
987	CCNA_01702	1833926	1835056	+
987	CCNA_01703	1835056	1836111	+
987	CCNA_01704	1836139	1836501	+
989	CCNA_01706	1837718	1839457	+
989	CCNA_01707	1839457	1840005	+
990	CCNA_01708	1840110	1840661	+
993	CCNA_01713	1844752	1845330	+
993	CCNA_01714	1845426	1845773	+
994	CCNA_01715	1845879	1846565	+
994	CCNA_01716	1846602	1846787	+
994	CCNA_01717	1846800	1847210	+
994	CCNA_01718	1847210	1847725	+
994	CCNA_01719	1847722	1848030	+
2298	CCNA_03893	1848134	1848526	+
2298	CCNA_01721	1848549	1849133	+
2298	CCNA_01722	1849102	1849506	+
995	CCNA_01723	1849599	1850426	+
996	CCNA_01724	1850579	1851331	+
996	CCNA_01725	1851328	1852758	+
996	CCNA_01726	1852884	1854650	+
999	CCNA_01736	1864287	1864886	+
1003	CCNA_01742	1870808	1871467	+
1007	CCNA_01746	1874210	1875154	+
1007	CCNA_01747	1875173	1875913	+
1007	CCNA_01748	1875935	1876864	+
1009	CCNA_01749	1877029	1877265	+
1009.1	CCNA_01750	1877432	1878712	+
1009.1	CCNA_01751	1878709	1879809	+
1009.1	CCNA_01752	1879813	1880694	+
1009.1	CCNA_01753	1880687	1881328	+
1015	CCNA_01763	1891999	1893480	+
1015	CCNA_01764	1893601	1894062	+
1015	CCNA_01765	1894059	1894400	+
1018	CCNA_01767	1895423	1895821	+
1020	CCNA_01770	1898272	1898691	+
1022	CCNA_01772	1899035	1899412	+
1025	CCNA_01776	1901998	1903167	+
1026	CCNA_01777	1903417	1905099	+
1026	CCNA_01778	1905204	1906496	+
1033	CCNA_01786	1913996	1914736	+
1037	CCNA_01790	1917304	1917771	+
1038	CCNA_01791	1917887	1919539	+
1039	CCNA_01792	1919654	1919836	+
1040	CCNA_01793	1919960	1920958	+
1042	CCNA_01795	1921855	1923135	+
1043	CCNA_01797	1923489	1923791	+
1045	CCNA_01799	1923957	1924988	+
1045	CCNA_01800	1924985	1926337	+
1045	CCNA_01801	1926343	1926795	+
1045	CCNA_01802	1926792	1926908	+
1045	CCNA_01803	1926921	1928207	+
1045	CCNA_01804	1928226	1928708	+
1045	CCNA_01805	1928791	1930191	+
1045	CCNA_01806	1930211	1931668	+
1047	CCNA_01809	1934502	1935479	+
1047	CCNA_01810	1935483	1935929	+
1049	CCNA_01813	1937704	1938711	+
1049	CCNA_01814	1938708	1939829	+
1049	CCNA_01815	1939826	1941247	+
1049	CCNA_01816	1941312	1943555	+
1049	CCNA_01817	1943552	1944940	+
1049	CCNA_01818	1944941	1945804	+
1050	CCNA_01819	1945962	1946210	+
1050	CCNA_01820	1946223	1947563	+
1055	CCNA_01826	1951298	1953250	+
1055	CCNA_01827	1953316	1954770	+
1057	CCNA_01829	1955493	1956539	+
1058	CCNA_01830	1956674	1959535	+
1059	CCNA_01831	1959650	1961173	+
1060	CCNA_01832	1961197	1963485	+
1060	CCNA_01833	1963485	1964894	+
1062	CCNA_01836	1968272	1968904	+
1067	CCNA_01841	1972490	1974109	+
1067	CCNA_01842	1974143	1974370	+
1068	CCNA_01843	1974451	1976028	+
1071	CCNA_01852	1983992	1985332	+
1072	CCNA_01853	1985425	1985829	+
1073	CCNA_01854	1985974	1986639	+
1074	CCNA_01855	1986769	1987485	+
1074	CCNA_01856	1987428	1989626	+
1074	CCNA_01857	1989653	1990909	+
1074	CCNA_01858	1990867	1991769	+
1075	CCNA_01859	1991852	1993885	+
1075	CCNA_01860	1993888	1995033	+
1076	CCNA_01861	1995291	1996484	+
1078	CCNA_01864	1998726	1999349	+
1078	CCNA_01865	1999438	2000526	+
1078	CCNA_01866	2000523	2003621	+
1081	CCNA_01873	2010241	2010474	+
1083	CCNA_01875	2012838	2013983	+
1085	CCNA_01877	2015915	2016775	+
1087	CCNA_01879	2018600	2019703	+
1087	CCNA_01880	2019780	2020523	+
1087	CCNA_01881	2020520	2021158	+
1087	CCNA_01882	2021155	2022036	+
1087	CCNA_01883	2022050	2023222	+
1087	CCNA_01884	2023230	2024378	+
1090	CCNA_01888	2028496	2029269	+
1092	CCNA_01890	2031155	2032660	+
1094	CCNA_01892	2033679	2035319	+
1094	CCNA_01893	2035334	2035876	+
1096	CCNA_01895	2037657	2039096	+
1100	CCNA_01902	2044927	2045415	+
1100	CCNA_01903	2045412	2046251	+
1100	CCNA_01904	2046262	2046888	+
1100	CCNA_01905	2046899	2050522	+
1100	CCNA_01906	2050519	2052303	+
1105	CCNA_01913	2056542	2056922	+
1106	CCNA_01914	2057017	2057925	+
1106	CCNA_01915	2057922	2058662	+
1106	CCNA_03957	2058655	2058888	+
1109	CCNA_01918	2061343	2062668	+
1110	CCNA_01919	2062750	2063394	+
1112	CCNA_01923	2068157	2069710	+
1114	CCNA_01926	2072620	2073681	+
1115	CCNA_01927	2073818	2074621	+
1117	CCNA_01931	2076486	2077046	+
1117	CCNA_01932	2077043	2077861	+
1119	CCNA_01943	2085576	2086226	+
2407	CCNA_03958	2088068	2088118	+
1122	CCNA_01946	2088215	2089540	+
1123	CCNA_01947	2089668	2090129	+
1124	CCNA_01948	2090363	2091514	+
1124	CCNA_01949	2091495	2091980	+
1128	CCNA_03959	2097338	2097556	+
1128	CCNA_01954	2097480	2100176	+
1129	CCNA_01955	2100319	2101740	+
1129	CCNA_01956	2101765	2102505	+
1131	CCNA_01959	2103849	2104289	+
1131	CCNA_01960	2104350	2104862	+
1131	CCNA_01961	2104868	2106214	+
1132	CCNA_01962	2106314	2106967	+
1134	CCNA_01966	2108222	2110945	+
1135	CCNA_01967	2111017	2111514	+
1136	CCNA_01968	2111609	2112478	+
1139	CCNA_01971	2115417	2117381	+
1139	CCNA_01972	2117381	2118922	+
1141	CCNA_01974	2119270	2119866	+
1141	CCNA_01975	2119875	2120900	+
1141	CCNA_01976	2120897	2121685	+
1142	CCNA_01977	2121781	2122371	+
1142	CCNA_01978	2122422	2123273	+
1143	CCNA_01979	2123444	2124148	+
1145	CCNA_01982	2127354	2128766	+
1145.1	CCNA_01983	2128834	2130114	+
1148	CCNA_02001	2147447	2148097	+
1151	CCNA_02005	2152629	2153588	+
2340	CCNA_02034	2177948	2178961	+
1159	CCNA_02040	2185464	2186132	+
1162	CCNA_02046	2192516	2192854	+
1162	CCNA_02047	2192898	2194307	+
1163	CCNA_02048	2194602	2196782	+
1165	CCNA_02050	2197425	2198894	+
1165	CCNA_02051	2198894	2200246	+
1166	CCNA_02052	2200445	2202532	+
1167	CCNA_02053	2202810	2203127	+
1170	CCNA_02057	2206163	2207611	+
1170	CCNA_02058	2207608	2208831	+
1172	CCNA_02061	2210438	2211667	+
1174	CCNA_02065	2215780	2217882	+
1178	CCNA_02072	2223019	2223858	+
1179	CCNA_02073	2223933	2224532	+
1179	CCNA_02074	2224538	2225008	+
2386	CCNA_03896	2230242	2230709	+
1185	CCNA_02088	2237630	2237962	+
1187	CCNA_02090	2238341	2239129	+
1187	CCNA_02091	2239178	2240098	+
1189	CCNA_02093	2240848	2242695	+
1191	CCNA_02095	2243761	2244786	+
1193	CCNA_02097	2245508	2247499	+
1194	CCNA_02098	2247588	2248484	+
1197	CCNA_02101	2250611	2250997	+
1197	CCNA_02102	2251005	2252048	+
1202	CCNA_02112	2261538	2262539	+
1202	CCNA_02113	2262551	2263219	+
1204	CCNA_02115	2263969	2265600	+
1208	CCNA_02121	2271309	2273888	+
1208	CCNA_02122	2273885	2274592	+
1209	CCNA_02123	2274928	2275422	+
1212	CCNA_02126	2279405	2279620	+
1214	CCNA_02128	2281453	2282658	+
1214	CCNA_02129	2282731	2283864	+
1220	CCNA_02142	2300772	2301509	+
1220	CCNA_02143	2301523	2302311	+
1220	CCNA_02144	2302316	2303119	+
1220	CCNA_02145	2303132	2303866	+
1220	CCNA_02146	2303983	2304447	+
1221	CCNA_02147	2304546	2304875	+
1222	CCNA_02148	2304950	2305180	+
1226	CCNA_02154	2310141	2310677	+
1227	CCNA_02155	2310846	2312024	+
1229	CCNA_02158	2313968	2314924	+
1229	CCNA_02159	2314921	2315475	+
1231	CCNA_02161	2316227	2316895	+
1233	CCNA_02163	2317218	2318078	+
1235	CCNA_02169	2322045	2322497	+
1237	CCNA_02172	2324890	2326095	+
1237	CCNA_02173	2326092	2326841	+
1237	CCNA_02174	2326862	2327866	+
1239	CCNA_02176	2328416	2328604	+
1240	CCNA_02177	2328683	2328937	+
1241	CCNA_02178	2329001	2329906	+
1242	CCNA_02179	2330137	2331435	+
1245	CCNA_02183	2334262	2335152	+
1245	CCNA_02184	2335149	2335619	+
1246	CCNA_03962	2335874	2335921	+
1246	CCNA_02185	2336026	2337831	+
1246	CCNA_02186	2337874	2338431	+
1247	CCNA_02187	2339090	2339578	+
1247	CCNA_02188	2339575	2340048	+
1247	CCNA_02189	2340056	2340829	+
1248	CCNA_02190	2340908	2343046	+
1249	CCNA_02191	2343127	2343513	+
1252	CCNA_02194	2344537	2345928	+
1252	CCNA_02195	2345936	2346370	+
1255	CCNA_02199	2348573	2349316	+
1258	CCNA_02202	2350414	2351211	+
1262	CCNA_02206	2354280	2354843	+
1263	CCNA_02207	2354920	2355870	+
1264	CCNA_02208	2355989	2356828	+
1266	CCNA_02210	2357949	2358464	+
1267	CCNA_02211	2358556	2359698	+
1268	CCNA_02212	2359781	2360692	+
1270	CCNA_02214	2361994	2362434	+
1274	CCNA_02219	2365451	2366239	+
1277	CCNA_02228	2376055	2376489	+
1278	CCNA_02229	2376611	2376871	+
1281	CCNA_02232	2379875	2382190	+
1282	CCNA_02233	2382349	2383116	+
1284	CCNA_02235	2383642	2384997	+
1284	CCNA_02236	2385001	2385906	+
1285	CCNA_02237	2385974	2388190	+
1286	CCNA_02238	2388328	2388534	+
1289	CCNA_02243	2391809	2393164	+
1293	CCNA_02247	2396214	2397071	+
1296	CCNA_02253	2402492	2404267	+
2409	CCNA_03965	2404323	2404409	+
1301	CCNA_02258	2409393	2410118	+
1301	CCNA_02259	2410154	2410720	+
1304	CCNA_02262	2413447	2417358	+
1304	CCNA_02263	2417355	2417846	+
1306	CCNA_02265	2418653	2419132	+
1307	CCNA_02266	2419189	2420253	+
1308	CCNA_02267	2420364	2420987	+
1310	CCNA_02269	2421986	2422978	+
1316	CCNA_02277	2426768	2428969	+
1317	CCNA_02278	2429076	2429684	+
1317	CCNA_02279	2429681	2430310	+
1317	CCNA_02280	2430307	2430867	+
1318	CCNA_02281	2430959	2432740	+
1319	CCNA_02282	2432848	2433369	+
1323	CCNA_02287	2435754	2436383	+
1323	CCNA_02288	2436380	2437219	+
1326	CCNA_02294	2441149	2442567	+
1326	CCNA_02295	2442546	2442866	+
1326	CCNA_02296	2442876	2444141	+
1328	CCNA_02299	2445821	2446528	+
1328	CCNA_02300	2446525	2447418	+
1328	CCNA_02301	2447415	2448032	+
1328	CCNA_02302	2448029	2448739	+
1330	CCNA_02304	2449310	2450335	+
1330	CCNA_02305	2450438	2451238	+
1330	CCNA_02306	2451284	2452405	+
1330	CCNA_02307	2452412	2453350	+
1332	CCNA_02309	2454519	2454854	+
1333	CCNA_02310	2455008	2456885	+
2379	CCNA_02311	2457093	2457431	+
1340	CCNA_02321	2463535	2464719	+
1340	CCNA_02322	2464700	2465164	+
2410	CCNA_03966	2465238	2465672	+
1345	CCNA_02328	2470434	2470955	+
1346	CCNA_02329	2471231	2472748	+
1346.1	CCNA_02330	2472776	2472991	+
1346.1	CCNA_02331	2472976	2473827	+
1347	CCNA_02332	2473963	2474481	+
1349	CCNA_02334	2475540	2475935	+
1349	CCNA_02335	2475998	2476834	+
1352	CCNA_02341	2480879	2481337	+
1356	CCNA_02345	2485010	2485225	+
1356	CCNA_02346	2485222	2486178	+
1357	CCNA_02347	2486278	2487774	+
1358	CCNA_02348	2487854	2488291	+
1359	CCNA_02349	2488425	2489324	+
1359	CCNA_02350	2489366	2489764	+
1361	CCNA_02354	2493653	2494216	+
1362	CCNA_02355	2494298	2495023	+
1367	CCNA_02363	2502410	2502739	+
1370	CCNA_02367	2509312	2510400	+
1373	CCNA_02370	2514140	2516905	+
1374	CCNA_02371	2517092	2518606	+
1376	CCNA_02376	2520245	2520523	+
1378	CCNA_02378	2521693	2522439	+
1380	CCNA_02381	2523526	2524176	+
1380	CCNA_02382	2524178	2525074	+
1384	CCNA_02390	2534303	2535016	+
1385	CCNA_02391	2535329	2536108	+
1385	CCNA_02392	2536118	2536504	+
1385	CCNA_03898	2536532	2536969	+
1385	CCNA_03881	2537009	2537350	+
1390	CCNA_02397	2539482	2540201	+
1393	CCNA_02401	2543511	2544563	+
1395	CCNA_02403	2546366	2547481	+
1395	CCNA_02404	2547478	2548314	+
1395	CCNA_02405	2548314	2549252	+
1395	CCNA_02406	2549249	2549899	+
1398	CCNA_02409	2552018	2553811	+
1399	CCNA_02410	2553957	2555147	+
1401	CCNA_02412	2556193	2556915	+
1403	CCNA_02415	2559422	2559829	+
1404	CCNA_02416	2560136	2560414	+
1405	CCNA_02417	2560536	2561765	+
1405	CCNA_02418	2561765	2563204	+
1408	CCNA_02424	2567906	2568505	+
1417	CCNA_02438	2578809	2579783	+
1419	CCNA_02441	2582586	2582744	+
1423	CCNA_02445	2586432	2587169	+
1425	CCNA_02449	2589931	2590584	+
1426	CCNA_02450	2590749	2591180	+
1426	CCNA_02451	2591191	2591835	+
1427	CCNA_02452	2591981	2592478	+
1431	CCNA_02458	2599611	2601062	+
1431	CCNA_02459	2601067	2603211	+
1434	CCNA_02462	2604354	2604671	+
1437	CCNA_02469	2611950	2612546	+
1439	CCNA_03967	2613137	2613619	+
1439	CCNA_02471	2613665	2614930	+
1439	CCNA_02472	2614927	2616189	+
1439	CCNA_02473	2616158	2619331	+
1441	CCNA_02476	2620910	2621986	+
1441	CCNA_02477	2621983	2622933	+
1445	CCNA_02487	2635157	2636377	+
1445	CCNA_02488	2636384	2637121	+
1445	CCNA_02489	2637121	2637768	+
1445	CCNA_02490	2637765	2638964	+
1445	CCNA_02491	2638974	2639681	+
1445	CCNA_02492	2639674	2640324	+
1445	CCNA_02493	2640344	2641492	+
1445	CCNA_02494	2641492	2642673	+
1445	CCNA_02495	2642733	2643950	+
1447	CCNA_02498	2648023	2648679	+
1447	CCNA_02499	2648692	2649006	+
1447	CCNA_02500	2649003	2649287	+
1447	CCNA_02501	2649284	2651668	+
1447	CCNA_02502	2651668	2652828	+
1447	CCNA_02503	2652825	2653583	+
1447	CCNA_02504	2653597	2654748	+
1447	CCNA_02505	2654745	2655713	+
1449	CCNA_02507	2656649	2658154	+
1449	CCNA_02508	2658342	2659604	+
1449	CCNA_02509	2659601	2660530	+
1449	CCNA_02510	2660530	2661303	+
1451	CCNA_02514	2664933	2665673	+
1454	CCNA_02517	2667090	2667611	+
1456	CCNA_02521	2671117	2671587	+
1456	CCNA_02522	2671693	2672145	+
1457	CCNA_02523	2672380	2672874	+
1458	CCNA_02525	2673609	2674607	+
1458	CCNA_03968	2674604	2674744	+
1458	CCNA_02526	2674741	2676042	+
1458	CCNA_02527	2676011	2676541	+
1458.1	CCNA_02528	2676573	2677229	+
1458.1	CCNA_02529	2677226	2678323	+
1459	CCNA_02530	2678387	2679592	+
1461	CCNA_02533	2680697	2680966	+
1463	CCNA_02535	2681312	2684011	+
2388	CCNA_03900	2684051	2684416	+
1464	CCNA_02537	2684623	2686905	+
1466	CCNA_02539	2688132	2689277	+
1468	CCNA_02541	2690943	2691671	+
1468	CCNA_02542	2691699	2692151	+
1469	CCNA_02543	2692233	2692400	+
1471	CCNA_02548	2696440	2697087	+
1471	CCNA_02549	2697084	2697974	+
1471	CCNA_02550	2697983	2699239	+
1471	CCNA_02551	2699236	2699430	+
1471	CCNA_02552	2699457	2699786	+
1471	CCNA_02553	2699800	2702130	+
1472	CCNA_02554	2702239	2702601	+
1474	CCNA_02556	2703150	2703731	+
1475	CCNA_02557	2703852	2704640	+
1475	CCNA_02558	2704653	2706239	+
1480	CCNA_02565	2713272	2713823	+
1480	CCNA_02566	2713910	2716501	+
1481	CCNA_02567	2716669	2719197	+
1482	CCNA_02568	2719265	2720245	+
1484	CCNA_02570	2721305	2722639	+
1485	CCNA_02571	2722855	2724348	+
1486	CCNA_02572	2724537	2725847	+
1486	CCNA_02573	2725850	2726593	+
1486	CCNA_02574	2726580	2727155	+
1488	CCNA_02576	2727918	2728676	+
1488	CCNA_02577	2728727	2728966	+
1490	CCNA_02579	2729929	2731203	+
1490	CCNA_02580	2731214	2731393	+
1491	CCNA_02581	2731704	2732189	+
1491	CCNA_02582	2732176	2732322	+
1492	CCNA_02583	2732389	2733051	+
2389	CCNA_03901	2733704	2734027	+
1494	CCNA_02586	2734094	2736313	+
1496	CCNA_02589	2739366	2739602	+
1496	CCNA_02590	2739616	2740506	+
1496	CCNA_02591	2740556	2740897	+
1496	CCNA_02592	2740914	2741333	+
1502	CCNA_02602	2747660	2748538	+
1506	CCNA_02607	2753922	2755133	+
1507	CCNA_02608	2755289	2755867	+
1507	CCNA_02609	2755878	2756816	+
1507	CCNA_02610	2756849	2757226	+
1514	CCNA_02619	2767206	2768111	+
1515	CCNA_02620	2768190	2768480	+
1516	CCNA_02621	2768606	2769535	+
1521	CCNA_02630	2781006	2781527	+
1523	CCNA_02632	2782120	2782746	+
1526	CCNA_02636	2787593	2787991	+
1527	CCNA_02637	2788093	2789109	+
1530	CCNA_02648	2802232	2803152	+
1532	CCNA_02652	2805606	2807102	+
1533	CCNA_02653	2807177	2808076	+
1534	CCNA_02654	2808208	2808585	+
1539	CCNA_02659	2811763	2812125	+
1539	CCNA_02660	2812176	2812790	+
1540	CCNA_02661	2812862	2815669	+
1543	CCNA_02665	2818761	2819873	+
1543	CCNA_02666	2819873	2820208	+
1543	CCNA_02667	2820213	2820662	+
1548	CCNA_02673	2825362	2828268	+
1549	CCNA_02674	2828468	2828881	+
1549	CCNA_02675	2828746	2829240	+
1552	CCNA_02677	2830324	2830938	+
1555	CCNA_02681	2833779	2835203	+
1557	CCNA_02684	2837433	2838476	+
1557	CCNA_02685	2838473	2838880	+
1558	CCNA_02686	2839054	2840337	+
1558	CCNA_02687	2840372	2841652	+
1559	CCNA_02688	2841783	2842697	+
1560	CCNA_02689	2842846	2843370	+
1560	CCNA_02690	2843370	2844557	+
1560	CCNA_02691	2844554	2845246	+
1564	CCNA_02695	2849457	2849675	+
1564	CCNA_02696	2849672	2851066	+
1564	CCNA_02697	2851063	2851479	+
1564	CCNA_02698	2851489	2852460	+
1566	CCNA_02704	2859445	2861721	+
1570	CCNA_02708	2868545	2868976	+
1572	CCNA_02711	2870419	2870862	+
1572	CCNA_02712	2870859	2871872	+
1572	CCNA_02713	2871790	2873037	+
1573	CCNA_02714	2873155	2874981	+
1574	CCNA_02715	2875196	2877277	+
1574.1	CCNA_02716	2877370	2878374	+
1574.1	CCNA_02717	2878371	2879120	+
1574.1	CCNA_02718	2879117	2879875	+
1574.1	CCNA_02719	2879937	2880551	+
1574.1	CCNA_02720	2880548	2881636	+
1574.1	CCNA_02721	2881733	2884663	+
1576	CCNA_02723	2885831	2886376	+
1579	CCNA_03973	2889997	2890155	+
1579	CCNA_02727	2890143	2890931	+
1580	CCNA_02728	2891107	2891412	+
1581	CCNA_02729	2891507	2893507	+
1581	CCNA_02730	2893514	2894161	+
1585	CCNA_02736	2897850	2898464	+
1587	CCNA_02738	2898997	2899818	+
1589	CCNA_02741	2901593	2902285	+
1594	CCNA_02746	2908259	2909275	+
1596	CCNA_02748	2910262	2910510	+
1601	CCNA_02755	2919671	2920069	+
1603	CCNA_02757	2920986	2921705	+
1603	CCNA_02758	2921763	2922152	+
1604	CCNA_02759	2922305	2923135	+
1604.1	CCNA_02760	2923196	2923462	+
1604.1	CCNA_03976	2923462	2923683	+
1604.1	CCNA_02761	2923673	2923918	+
1606	CCNA_02762	2924124	2924789	+
1607	CCNA_02763	2924942	2926183	+
1609	CCNA_02771	2931550	2931816	+
1609	CCNA_02772	2931810	2932736	+
1609	CCNA_02773	2932755	2933504	+
1609.1	CCNA_02774	2933639	2934097	+
1614	CCNA_02778	2936392	2936646	+
1614	CCNA_02779	2936771	2938135	+
1615	CCNA_02780	2938555	2939340	+
1615	CCNA_02781	2939350	2939946	+
1617	CCNA_02783	2940765	2942291	+
1617	CCNA_02784	2942257	2943096	+
1617	CCNA_02785	2943107	2944021	+
1617	CCNA_02786	2944022	2944723	+
1617	CCNA_02787	2944736	2945245	+
1620	CCNA_02790	2946155	2946682	+
1620	CCNA_02791	2946695	2947768	+
1621	CCNA_02792	2947891	2950977	+
1622	CCNA_02793	2951028	2953514	+
1626	CCNA_02800	2957416	2957895	+
1628	CCNA_02802	2959375	2959686	+
2413	CCNA_03977	2959963	2960223	+
1630	CCNA_02804	2960344	2960544	+
1630	CCNA_02805	2960594	2961004	+
1630	CCNA_02806	2961061	2962299	+
1630	CCNA_02807	2962296	2963531	+
